hsk_id,category,name,level,volume,lesson,note
hsk30-g2-006,词类,代词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-007,词类,代词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-008,词类,代词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-009,词类,形容词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-010,词类,数词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-011,词类,量词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-012,词类,量词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-013,词类,量词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-014,词类,副词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-015,词类,副词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-016,词类,副词,2,标准教程2,7,AI预填·教材编排推测
hsk30-g2-017,词类,副词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-018,词类,副词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-019,词类,副词,2,标准教程2,8,AI预填·教材编排推测
hsk30-g2-020,词类,副词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-021,词类,介词,2,标准教程2,1,AI预填·教材编排推测
hsk30-g2-022,词类,介词,2,标准教程2,1,AI预填·教材编排推测
hsk30-g2-023,词类,介词,2,标准教程2,1,AI预填·教材编排推测
hsk30-g2-024,词类,介词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-025,词类,介词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-026,词类,介词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-027,词类,介词,2,标准教程2,9,AI预填·教材编排推测
hsk30-g2-028,词类,连词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-029,词类,连词,2,标准教程2,9,AI预填·教材编排推测
hsk30-g2-030,词类,助词,2,标准教程2,4,AI预填·教材编排推测
hsk30-g2-031,词类,助词,2,标准教程2,5,AI预填·教材编排推测
hsk30-g2-032,词类,助词,2,标准教程2,6,AI预填·教材编排推测
hsk30-g2-033,词类,助词,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-034,短语,结构类型,2,标准教程2,4,AI预填·教材编排推测
hsk30-g2-035,短语,结构类型,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-036,短语,结构类型,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-037,短语,结构类型,2,标准教程2,12,AI预填·教材编排推测
hsk30-g2-038,短语,功能类型,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-039,短语,功能类型,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-040,短语,功能类型,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-041,短语,固定短语,2,标准教程2,14,AI预填·教材编排推测
hsk30-g2-042,固定格式,,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-043,固定格式,,2,标准教程2,7,AI预填·教材编排推测
hsk30-g2-044,固定格式,,2,标准教程2,7,AI预填·教材编排推测
hsk30-g2-045,句子成分,主语,2,标准教程2,11,AI预填·教材编排推测
hsk30-g2-046,句子成分,谓语,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-047,句子成分,定语,2,标准教程2,14,AI预填·教材编排推测
hsk30-g2-048,句子成分,补语,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-049,句子成分,补语,2,标准教程2,3,AI预填·教材编排推测
hsk30-g2-050,句子成分,补语,2,标准教程2,5,AI预填·教材编排推测
hsk30-g2-051,句子成分,补语,2,标准教程2,3,AI预填·教材编排推测
hsk30-g2-052,句子成分,补语,2,标准教程2,4,AI预填·教材编排推测
hsk30-g2-053,句子成分,补语,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-054,句子成分,补语,2,标准教程2,13,AI预填·教材编排推测
hsk30-g2-055,句子的类型,句型,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-056,句子的类型,句类,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-057,句子的类型,句类,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-058,句子的类型,特殊句式,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-059,句子的类型,特殊句式,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-060,句子的类型,特殊句式,2,标准教程2,6,AI预填·教材编排推测
hsk30-g2-061,句子的类型,特殊句式,2,标准教程2,2,AI预填·教材编排推测
hsk30-g2-062,句子的类型,特殊句式,2,标准教程2,2,AI预填·教材编排推测
hsk30-g2-063,句子的类型,特殊句式,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-064,句子的类型,特殊句式,2,标准教程2,2,AI预填·教材编排推测
hsk30-g2-065,句子的类型,特殊句式,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-066,句子的类型,特殊句式,2,标准教程2,12,AI预填·教材编排推测
hsk30-g2-067,句子的类型,特殊句式,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-068,句子的类型,复句,2,标准教程2,15,AI预填·教材编排推测
hsk30-g2-069,句子的类型,复句,2,标准教程2,9,AI预填·教材编排推测
hsk30-g2-070,句子的类型,复句,2,标准教程2,9,AI预填·教材编排推测
hsk30-g2-071,句子的类型,复句,2,标准教程2,10,AI预填·教材编排推测
hsk30-g2-072,动作的态,,2,标准教程2,6,AI预填·教材编排推测
hsk30-g2-073,动作的态,,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-074,动作的态,,2,标准教程2,5,AI预填·教材编排推测
hsk30-g2-075,特殊表达法,数的表达法,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-076,特殊表达法,数的表达法,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-077,特殊表达法,数的表达法,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g2-078,特殊表达法,数的表达法,2,标准教程2,13,AI预填·未命中规则，需核对
hsk30-g3-001,语素,前缀,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-002,语素,后缀,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-003,词类,名词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-004,词类,动词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-005,词类,动词,3,标准教程3,17,AI预填·教材编排推测
hsk30-g3-006,词类,动词,3,标准教程3,17,AI预填·教材编排推测
hsk30-g3-007,词类,代词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-008,词类,代词,3,标准教程3,18,AI预填·教材编排推测
hsk30-g3-009,词类,代词,3,标准教程3,18,AI预填·教材编排推测
hsk30-g3-010,词类,代词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-011,词类,代词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-012,词类,量词,3,标准教程3,5,AI预填·教材编排推测
hsk30-g3-013,词类,量词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-014,词类,量词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-015,词类,量词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-016,词类,副词,3,标准教程3,7,AI预填·教材编排推测
hsk30-g3-017,词类,副词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-018,词类,副词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-019,词类,副词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-020,词类,副词,3,标准教程3,12,AI预填·教材编排推测
hsk30-g3-021,词类,副词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-022,词类,副词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-023,词类,副词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-024,词类,介词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-025,词类,介词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-026,词类,介词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-027,词类,介词,3,标准教程3,5,AI预填·教材编排推测
hsk30-g3-028,词类,介词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-029,词类,连词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-030,词类,连词,3,标准教程3,14,AI预填·教材编排推测
hsk30-g3-031,词类,助词,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-032,短语,结构类型,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-033,短语,结构类型,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-034,短语,结构类型,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-035,短语,固定短语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-036,短语,固定短语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-037,短语,固定短语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-038,短语,固定短语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-039,短语,固定短语,3,标准教程3,13,AI预填·教材编排推测
hsk30-g3-040,短语,固定短语,3,标准教程3,19,AI预填·教材编排推测
hsk30-g3-041,短语,固定短语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-042,短语,固定短语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-043,短语,固定短语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-044,固定格式,,3,标准教程3,16,AI预填·教材编排推测
hsk30-g3-045,固定格式,,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-046,固定格式,,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-047,固定格式,,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-048,固定格式,,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-049,固定格式,,3,标准教程3,13,AI预填·教材编排推测
hsk30-g3-050,固定格式,,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-051,固定格式,,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-052,固定格式,,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-053,固定格式,,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-054,句子成分,主语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-055,句子成分,主语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-056,句子成分,定语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-057,句子成分,补语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-058,句子成分,补语,3,标准教程3,2,AI预填·教材编排推测
hsk30-g3-059,句子成分,补语,3,标准教程3,19,AI预填·教材编排推测
hsk30-g3-060,句子成分,补语,3,标准教程3,19,AI预填·教材编排推测
hsk30-g3-061,句子成分,补语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-062,句子成分,补语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-063,句子成分,补语,3,标准教程3,10,AI预填·教材编排推测
hsk30-g3-064,句子成分,补语,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-065,句子的类型,句类,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-066,句子的类型,句类,3,标准教程3,3,AI预填·教材编排推测
hsk30-g3-067,句子的类型,特殊句型,3,标准教程3,5,AI预填·教材编排推测
hsk30-g3-068,句子的类型,特殊句型,3,标准教程3,5,AI预填·教材编排推测
hsk30-g3-069,句子的类型,特殊句型,3,标准教程3,2,AI预填·教材编排推测
hsk30-g3-070,句子的类型,特殊句型,3,标准教程3,6,AI预填·教材编排推测
hsk30-g3-071,句子的类型,特殊句型,3,标准教程3,6,AI预填·教材编排推测
hsk30-g3-072,句子的类型,特殊句型,3,标准教程3,12,AI预填·教材编排推测
hsk30-g3-073,句子的类型,特殊句型,3,标准教程3,7,AI预填·教材编排推测
hsk30-g3-074,句子的类型,特殊句型,3,标准教程3,7,AI预填·教材编排推测
hsk30-g3-075,句子的类型,特殊句型,3,标准教程3,7,AI预填·教材编排推测
hsk30-g3-076,句子的类型,特殊句型,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-077,句子的类型,特殊句型,3,标准教程3,7,AI预填·教材编排推测
hsk30-g3-078,句子的类型,特殊句型,3,标准教程3,2,AI预填·教材编排推测
hsk30-g3-079,句子的类型,特殊句型,3,标准教程3,8,AI预填·教材编排推测
hsk30-g3-080,句子的类型,特殊句型,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-081,句子的类型,特殊句型,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-082,句子的类型,复句,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-083,句子的类型,复句,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-084,句子的类型,复句,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-085,句子的类型,复句,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-086,句子的类型,复句,3,标准教程3,12,AI预填·教材编排推测
hsk30-g3-087,句子的类型,复句,3,标准教程3,14,AI预填·教材编排推测
hsk30-g3-088,句子的类型,复句,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-089,句子的类型,复句,3,标准教程3,15,AI预填·教材编排推测
hsk30-g3-090,句子的类型,复句,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-091,句子的类型,复句,3,标准教程3,16,AI预填·教材编排推测
hsk30-g3-092,句子的类型,复句,3,标准教程3,16,AI预填·教材编排推测
hsk30-g3-093,句子的类型,复句,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-094,句子的类型,复句,3,标准教程3,18,AI预填·未命中规则，需核对
hsk30-g3-095,特殊表达法,数的表达法,3,标准教程3,20,AI预填·教材编排推测
hsk30-g3-096,特殊表达法,数的表达法,3,标准教程3,20,AI预填·教材编排推测
hsk30-g4-001,词类,动词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-002,词类,代词,4,标准教程4上,9,AI预填·教材编排推测
hsk30-g4-003,词类,量词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-004,词类,量词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-005,词类,量词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-006,词类,副词,4,标准教程4上,6,AI预填·教材编排推测
hsk30-g4-007,词类,副词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-008,词类,副词,4,标准教程4下,17,AI预填·教材编排推测
hsk30-g4-009,词类,副词,4,标准教程4下,17,AI预填·教材编排推测
hsk30-g4-010,词类,副词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-011,词类,副词,4,标准教程4上,2,AI预填·教材编排推测
hsk30-g4-012,词类,副词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-013,词类,副词,4,标准教程4上,2,AI预填·教材编排推测
hsk30-g4-014,词类,介词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-015,词类,介词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-016,词类,介词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-017,词类,介词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-018,词类,介词,4,标准教程4上,8,AI预填·教材编排推测
hsk30-g4-019,词类,连词,4,标准教程4上,2,AI预填·教材编排推测
hsk30-g4-020,词类,连词,4,标准教程4上,2,AI预填·教材编排推测
hsk30-g4-021,词类,连词,4,标准教程4上,1,AI预填·教材编排推测
hsk30-g4-022,词类,助词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-023,词类,叹词,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-024,短语,结构类型,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-025,短语,固定短语,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-026,短语,固定短语,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-027,短语,固定短语,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-028,短语,固定短语,4,标准教程4下,19,AI预填·教材编排推测
hsk30-g4-029,短语,固定短语,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-030,短语,固定短语,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-031,短语,固定短语,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-032,短语,固定短语,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-033,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-034,固定格式,,4,标准教程4上,7,AI预填·教材编排推测
hsk30-g4-035,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-036,固定格式,,4,标准教程4下,19,AI预填·教材编排推测
hsk30-g4-037,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-038,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-039,固定格式,,4,标准教程4上,2,AI预填·教材编排推测
hsk30-g4-040,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-041,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-042,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-043,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-044,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-045,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-046,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-047,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-048,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-049,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-050,固定格式,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-051,句子成分,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-052,句子成分,,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-053,句子的类型,句类,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-054,句子的类型,句类,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-055,句子的类型,特殊句型,4,标准教程4上,10,AI预填·教材编排推测
hsk30-g4-056,句子的类型,特殊句型,4,标准教程4上,10,AI预填·教材编排推测
hsk30-g4-057,句子的类型,特殊句型,4,标准教程4上,10,AI预填·教材编排推测
hsk30-g4-058,句子的类型,特殊句型,4,标准教程4上,10,AI预填·教材编排推测
hsk30-g4-059,句子的类型,特殊句型,4,标准教程4下,11,AI预填·教材编排推测
hsk30-g4-060,句子的类型,特殊句型,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-061,句子的类型,特殊句型,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-062,句子的类型,特殊句型,4,标准教程4下,11,AI预填·教材编排推测
hsk30-g4-063,句子的类型,,4,标准教程4下,12,AI预填·教材编排推测
hsk30-g4-064,句子的类型,,4,标准教程4下,12,AI预填·教材编排推测
hsk30-g4-065,句子的类型,,4,标准教程4下,12,AI预填·教材编排推测
hsk30-g4-066,句子的类型,复句,4,标准教程4上,2,AI预填·教材编排推测
hsk30-g4-067,句子的类型,复句,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-068,句子的类型,复句,4,标准教程4上,7,AI预填·教材编排推测
hsk30-g4-069,句子的类型,复句,4,标准教程4下,14,AI预填·教材编排推测
hsk30-g4-070,句子的类型,复句,4,标准教程4下,14,AI预填·教材编排推测
hsk30-g4-071,句子的类型,复句,4,标准教程4下,19,AI预填·教材编排推测
hsk30-g4-072,句子的类型,复句,4,标准教程4上,7,AI预填·教材编排推测
hsk30-g4-073,句子的类型,复句,4,标准教程4上,1,AI预填·教材编排推测
hsk30-g4-074,句子的类型,复句,4,标准教程4上,7,AI预填·教材编排推测
hsk30-g4-075,句子的类型,复句,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-076,句子的类型,复句,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-077,句子的类型,复句,4,标准教程4上,2,AI预填·教材编排推测
hsk30-g4-078,句子的类型,复句,4,标准教程4上,2,AI预填·教材编排推测
hsk30-g4-079,句子的类型,复句,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-080,句子的类型,复句,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-081,句子的类型,复句,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-082,句子的类型,复句,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-083,句子的类型,复句,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-084,句子的类型,复句,4,标准教程4上,4,AI预填·教材编排推测
hsk30-g4-085,句子的类型,复句,4,标准教程4上,4,AI预填·教材编排推测
hsk30-g4-086,句子的类型,复句,4,标准教程4上,5,AI预填·教材编排推测
hsk30-g4-087,句子的类型,复句,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-088,句子的类型,复句,4,标准教程4上,10,AI预填·未命中规则，需核对
hsk30-g4-089,句子的类型,复句,4,标准教程4上,1,AI预填·教材编排推测
